threshold FER T
0 0.000188 0.000000
1 0.000120 6.614924
2 0.000080 12.394368
3 0.000056 17.495608
4 0.000040 22.026728
5 0.000040 26.090016
6 0.000032 29.760976
7 0.000032 33.095652
8 0.000032 36.137464
9 0.000032 38.918072
10 0.000032 41.460912
11 0.000028 43.800000
12 0.000028 45.945532
13 0.000028 47.923288
14 0.000028 49.759968
