threshold FER T
0 0.021772 0.000000
1 0.014656 10.888732
2 0.011264 20.406948
3 0.009512 28.868040
4 0.008704 36.445820
5 0.008416 43.261220
6 0.008232 49.425160
7 0.008164 55.009824
8 0.008112 60.089136
9 0.008104 64.722912
10 0.008096 68.980348
11 0.008096 72.907216
12 0.008096 76.526836
13 0.008096 79.895764
14 0.008096 83.049300
