ind freq
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 8933
23 4781
24 0
25 19935
26 22599
27 536
28 15957
29 62
30 7
31 0
32 0
33 0
34 0
35 22141
36 0
37 18347
38 13782
39 60
40 0
41 9825
42 5993
43 2
44 2737
45 0
46 0
47 0
48 0
49 3642
50 1637
51 0
52 684
53 0
54 0
55 0
56 341
57 0
58 0
59 0
60 0
61 0
62 0
63 0
