ind freq
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 32443
23 15258
24 0
25 57170
26 55452
27 993
28 32295
29 91
30 1
31 0
32 0
33 0
34 0
35 45292
36 0
37 37674
38 20983
39 102
40 0
41 19994
42 8603
43 3
44 3418
45 0
46 0
47 0
48 0
49 8582
50 3229
51 0
52 1421
53 0
54 0
55 0
56 601
57 0
58 0
59 0
60 0
61 0
62 0
63 0
