threshold FER T
0 0.008052 0.000000
1 0.003904 15.311712
2 0.002328 25.318112
3 0.001656 32.656864
4 0.001344 38.320796
5 0.001224 42.846952
6 0.001176 46.552108
7 0.001140 49.647800
8 0.001132 52.289340
9 0.001132 54.586724
10 0.001132 56.627976
11 0.001132 58.485824
12 0.001132 60.205672
13 0.001132 61.820652
14 0.001132 63.357468
