index meandiffmet meanerrmet numerrors rel
0 -1.000000 -nan 0 -nan
1 -1.000000 -nan 0 -nan
2 -1.000000 -nan 0 -nan
3 -1.000000 -nan 0 -nan
4 -1.000000 -nan 0 -nan
5 -1.000000 -nan 0 -nan
6 -1.000000 -nan 0 -nan
7 -1.000000 -nan 0 -nan
8 -1.000000 -nan 0 -nan
9 -1.000000 -nan 0 -nan
10 -1.000000 -nan 0 -nan
11 -1.000000 -nan 0 -nan
12 -1.000000 -nan 0 -nan
13 -1.000000 -nan 0 -nan
14 -1.000000 -nan 0 -nan
15 -1.000000 -nan 0 -nan
16 -1.000000 -nan 0 -nan
17 -1.000000 -nan 0 -nan
18 -1.000000 -nan 0 -nan
19 -1.000000 -nan 0 -nan
20 -1.000000 -nan 0 -nan
21 -1.000000 -nan 0 -nan
22 -1.000000 -nan 0 -nan
23 5.931939 -nan 0 -nan
24 -1.000000 -nan 0 -nan
25 -1.000000 -nan 0 -nan
26 -1.000000 -nan 0 -nan
27 8.147916 3.165774 47002 2.573751
28 -1.000000 -nan 0 -nan
29 8.962397 3.226703 26207 2.777571
30 9.939592 3.358802 13716 2.959267
31 22.681407 16.097467 2 1.409005
32 -1.000000 -nan 0 -nan
33 -1.000000 -nan 0 -nan
34 -1.000000 -nan 0 -nan
35 -1.000000 -nan 0 -nan
36 -1.000000 -nan 0 -nan
37 -1.000000 -nan 0 -nan
38 -1.000000 -nan 0 -nan
39 9.420330 3.205065 22973 2.939200
40 -1.000000 -nan 0 -nan
41 -1.000000 -nan 0 -nan
42 -1.000000 -nan 0 -nan
43 10.385502 3.196042 14307 3.249488
44 -1.000000 -nan 0 -nan
45 11.876829 3.237277 6778 3.668771
46 13.157031 3.365868 3627 3.908956
47 30.359982 -nan 0 -nan
48 -1.000000 -nan 0 -nan
49 -1.000000 -nan 0 -nan
50 -1.000000 -nan 0 -nan
51 13.306913 3.357194 3935 3.963700
52 -1.000000 -nan 0 -nan
53 14.984675 3.491725 1819 4.291482
54 16.398488 3.446015 918 4.758682
55 36.742436 -nan 0 -nan
56 10.504431 3.015634 9220 3.483324
57 12.925774 4.427522 627 2.919415
58 14.831710 4.361470 348 3.400622
59 41.419061 -nan 0 -nan
60 17.141976 4.408181 170 3.888674
61 45.448071 -nan 0 -nan
62 48.582863 -nan 0 -nan
63 113.347985 -nan 0 -nan
64 -1.000000 -nan 0 -nan
65 -1.000000 -nan 0 -nan
66 -1.000000 -nan 0 -nan
67 -1.000000 -nan 0 -nan
68 -1.000000 -nan 0 -nan
69 -1.000000 -nan 0 -nan
70 -1.000000 -nan 0 -nan
71 12.824301 3.419094 3375 3.750789
72 -1.000000 -nan 0 -nan
73 -1.000000 -nan 0 -nan
74 -1.000000 -nan 0 -nan
75 14.914891 3.159645 2188 4.720433
76 8.825513 2.917800 11002 3.024715
77 13.710853 4.010872 1127 3.418422
78 15.593262 4.165484 619 3.743446
79 41.747804 -nan 0 -nan
80 -1.000000 -nan 0 -nan
81 -1.000000 -nan 0 -nan
82 8.208617 2.828190 10764 2.902427
83 16.316958 3.947649 627 4.133335
84 8.129110 2.813397 9925 2.889429
85 19.671536 4.010038 132 4.905573
86 20.077315 6.795307 14 2.954585
87 50.075704 -nan 0 -nan
88 9.140914 2.979761 5389 3.067666
89 22.680193 3.922007 22 5.782803
90 23.429143 9.489043 1 2.469073
91 56.072325 -nan 0 -nan
92 24.992059 13.459555 1 1.856827
93 59.505922 -nan 0 -nan
94 61.679765 -nan 0 -nan
95 138.753322 -nan 0 -nan
96 -1.000000 -nan 0 -nan
97 8.619251 2.785481 8791 3.094350
98 8.961573 2.765627 6917 3.240340
99 20.847798 6.011259 11 3.468125
100 9.929674 2.926704 3748 3.392784
101 23.643663 7.471058 4 3.164701
102 25.543106 6.166227 3 4.142420
103 59.312399 -nan 0 -nan
104 11.217175 3.013407 1980 3.722423
105 26.680255 7.266867 4 3.671493
106 28.517612 -nan 0 -nan
107 65.087924 -nan 0 -nan
108 30.436745 -nan 0 -nan
109 69.015725 -nan 0 -nan
110 71.978271 -nan 0 -nan
111 157.731987 -nan 0 -nan
112 12.706715 3.124799 972 4.066411
113 30.114777 9.534648 1 3.158457
114 31.589509 -nan 0 -nan
115 71.611506 -nan 0 -nan
116 33.823198 -nan 0 -nan
117 75.836397 -nan 0 -nan
118 78.474592 -nan 0 -nan
119 170.911226 -nan 0 -nan
120 36.216166 -nan 0 -nan
121 80.713889 -nan 0 -nan
122 83.390448 -nan 0 -nan
123 180.626395 -nan 0 -nan
124 86.776171 -nan 0 -nan
125 187.403980 -nan 0 -nan
126 192.127120 -nan 0 -nan
127 407.722791 -nan 0 -nan
