threshold FER T
0 0.026550 0.000000
1 0.015410 5.530090
2 0.009380 10.037990
3 0.006580 13.758260
4 0.005090 16.887270
5 0.004420 19.567810
6 0.004150 21.892930
7 0.004050 23.937090
8 0.003980 25.735100
9 0.003930 27.325770
10 0.003900 28.759430
11 0.003900 30.051750
12 0.003890 31.237770
13 0.003890 32.333760
14 0.003890 33.355690
