threshold FER T
0 0.040520 0.000000
1 0.021192 24.211515
2 0.013428 40.255245
3 0.009947 51.924405
4 0.008320 60.954802
5 0.007615 68.250128
6 0.007300 74.336898
7 0.007168 79.525608
8 0.007100 84.044597
9 0.007065 88.051547
10 0.007050 91.663710
11 0.007038 94.970227
12 0.007027 98.041665
13 0.007027 100.941232
14 0.007020 103.703550
