threshold FER T
0 0.004570 0.000000
1 0.002480 9.636230
2 0.001960 15.654360
3 0.001750 19.878880
4 0.001680 23.067800
5 0.001650 25.615370
6 0.001620 27.731080
7 0.001610 29.536230
8 0.001600 31.075080
9 0.001600 32.422790
10 0.001600 33.598350
11 0.001600 34.648600
12 0.001600 35.610440
13 0.001600 36.494980
14 0.001600 37.327200
