threshold FER T
0 0.012760 0.000000
1 0.006080 10.255750
2 0.003550 16.457500
3 0.002480 20.810900
4 0.002070 24.014130
5 0.001830 26.465470
6 0.001780 28.422210
7 0.001760 30.042730
8 0.001720 31.439520
9 0.001720 32.683200
10 0.001720 33.809680
11 0.001720 34.858260
12 0.001720 35.844650
13 0.001720 36.786890
14 0.001720 37.702320
