threshold FER T
0 0.000632 0.000000
1 0.000468 18.601032
2 0.000408 32.096572
3 0.000392 42.615604
4 0.000384 51.125644
5 0.000376 58.201904
6 0.000376 64.215884
7 0.000376 69.429860
8 0.000376 74.024088
9 0.000376 78.110812
10 0.000376 81.806512
11 0.000376 85.171264
12 0.000376 88.256876
13 0.000376 91.100840
14 0.000376 93.750256
