threshold FER T
0 0.027164 0.000000
1 0.016756 16.191192
2 0.013808 26.297752
3 0.012872 33.419264
4 0.012480 38.825848
5 0.012340 43.132000
6 0.012312 46.651856
7 0.012300 49.608600
8 0.012280 52.143880
9 0.012280 54.359912
10 0.012280 56.340304
11 0.012280 58.139704
12 0.012280 59.801528
13 0.012280 61.360068
14 0.012280 62.852704
