ind freq
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 195841
23 109050
24 0
25 322960
26 313337
27 20336
28 198288
29 6659
30 3219
31 0
32 0
33 0
34 0
35 263480
36 0
37 226846
38 140558
39 5542
40 0
41 136510
42 74014
43 1242
44 39845
45 320
46 116
47 0
48 0
49 74439
50 38470
51 220
52 22071
53 27
54 19
55 0
56 13294
57 6
58 1
59 0
60 0
61 0
62 0
63 0
